scan_time_utc,recognized_date,symbol,short_name,exchange,full_exchange_name,contract_kind,signal,signal_type,side,class,signal_date,signal_bar_age,price,latest_close,trend,bars,bis,bi_zhongshus,reason,beichi_ratio,ref_zs_idx,ref_zs_zd,ref_zs_zg,ref_zs_raw_start,ref_zs_raw_end,chart_path
2026-09-19T01:28:12Z,2026-09-18,MYM=F,Micro E-mini Dow Jones Industri,,,continuous,3B,BUY3,BUY,3,2026-09-16,2,51208,52135,CONSOLIDATION,1260,70,10,"向上突破中枢后回抽不回中枢(ZS8, price>ZG=4.853e+04)",,8,48488,48528,1045,1207,data/futures_latest_signals/2026-09-19/charts/chan_MYM_F.png
2026-09-19T01:28:12Z,2026-09-18,YM=F,Mini Dow Jones Indus.-$5 Jun 26,,,continuous,3B,BUY3,BUY,3,2026-09-16,2,51209,52138,CONSOLIDATION,1260,72,10,"向上突破中枢后回抽不回中枢(ZS8, price>ZG=4.853e+04)",,8,48488,48528,1045,1207,data/futures_latest_signals/2026-09-19/charts/chan_YM_F.png
