date,open,high,low,close,volume
2021-07-16,1980.0000,1996.6000,1950.0000,1955.9000,3540764
2021-07-19,1955.8900,1986.0000,1941.0000,1975.0000,3005234
2021-07-20,1975.0000,1988.9301,1961.4100,1980.0000,2347521
2021-07-21,1989.0000,2006.0000,1962.0100,1969.0000,2978013
2021-07-22,1960.0000,1973.9000,1938.9600,1940.0100,3909047
2021-07-23,1937.8199,1937.8199,1895.0900,1900.0000,4758547
2021-07-26,1879.0000,1879.0000,1780.0000,1804.1100,9861948
2021-07-27,1803.0000,1810.0000,1703.0000,1712.8900,8657699
2021-07-28,1703.0000,1788.2000,1682.1200,1768.9000,8536884
2021-07-29,1810.0100,1823.0000,1734.3400,1749.7900,6386385
2021-07-30,1725.0000,1725.0000,1657.7600,1678.9900,7773589
2021-08-02,1664.0000,1755.9800,1620.7200,1755.0000,9740065
2021-08-03,1730.0000,1768.9900,1688.8000,1749.3000,5437475
2021-08-04,1734.0601,1760.0000,1718.0000,1724.0000,3817549
2021-08-05,1692.8800,1745.0000,1676.3600,1699.0000,4805969
2021-08-06,1689.0000,1694.0100,1646.6000,1671.0000,4568610
2021-08-09,1651.0000,1709.0000,1650.0000,1693.8000,4769775
2021-08-10,1700.0000,1802.8800,1675.0000,1799.0000,8328505
2021-08-11,1780.0100,1785.0100,1750.0100,1750.5000,3866259
2021-08-12,1732.0000,1749.0000,1686.1899,1690.0000,4755097
2021-08-13,1690.0000,1713.0000,1679.0000,1700.0400,3790452
2021-08-16,1696.0000,1713.6000,1685.0800,1699.2000,2805697
2021-08-17,1700.0000,1700.0000,1628.8800,1635.0000,6120077
2021-08-18,1624.6600,1642.9900,1600.0000,1620.0000,5997026
2021-08-19,1622.2200,1643.2000,1600.0000,1619.9700,4129195
2021-08-20,1555.1700,1597.5500,1525.5000,1548.0000,11454454
2021-08-23,1537.8800,1599.0000,1536.7700,1570.1899,7159720
2021-08-24,1575.0000,1642.5500,1565.7700,1625.1801,7259447
2021-08-25,1647.6400,1680.8700,1643.0000,1665.0200,5423890
2021-08-26,1664.9900,1664.9900,1594.7200,1595.0000,5402037
2021-08-27,1589.0000,1625.0000,1584.1000,1596.0300,3609545
2021-08-30,1605.0000,1613.0000,1545.9500,1586.0000,5158770
2021-08-31,1589.8000,1616.3500,1555.1000,1558.0000,4367709
2021-09-01,1559.0000,1634.9900,1531.1000,1622.0100,7731610
2021-09-02,1632.9900,1643.0000,1600.8900,1618.8000,4283679
2021-09-03,1610.0200,1659.7900,1582.0000,1658.2200,5283518
2021-09-06,1649.0000,1708.1600,1626.1500,1670.6700,5533806
2021-09-07,1661.0300,1684.4800,1651.0000,1669.0000,3121122
2021-09-08,1660.0000,1671.1801,1628.0800,1633.1000,3306367
2021-09-09,1626.0000,1645.0000,1624.0100,1634.0800,1995013
2021-09-10,1634.0800,1668.8000,1633.0000,1662.5800,3338811
2021-09-13,1665.0000,1684.0000,1640.1000,1654.0000,2772002
2021-09-14,1659.0000,1683.0000,1653.0000,1657.0000,3376061
2021-09-15,1650.0000,1660.0000,1610.0000,1615.7400,4157005
2021-09-16,1603.0000,1644.0000,1585.0000,1638.0699,4596802
2021-09-17,1620.0000,1705.6000,1620.0000,1686.0000,5513025
2021-09-22,1658.8300,1688.0000,1635.0000,1637.6899,3174300
2021-09-23,1638.0000,1655.8800,1625.0800,1635.0000,3034181
2021-09-24,1628.0000,1719.9800,1628.0000,1694.0000,6953660
2021-09-27,1750.0000,1863.4000,1750.0000,1855.0000,12686892
2021-09-28,1848.0000,1860.0000,1795.0000,1822.0601,4922105
2021-09-29,1809.0000,1845.0100,1785.9000,1820.0000,4329065
2021-09-30,1818.1801,1850.2200,1803.4000,1830.0000,4053929
2021-10-08,1822.4200,1878.0000,1807.2300,1839.6000,4745196
2021-10-11,1839.5100,1889.9000,1831.0100,1867.1200,3767557
2021-10-12,1866.0000,1877.0000,1842.4200,1870.9900,3060642
2021-10-13,1870.0000,1949.9500,1862.0000,1929.9000,5014261
2021-10-14,1928.9301,1941.8000,1896.0000,1911.0000,2662255
2021-10-15,1890.1000,1929.9900,1890.1000,1916.9700,2856078
2021-10-18,1888.0000,1888.0000,1787.0000,1800.0000,6965202
2021-10-19,1800.0000,1838.8000,1799.8800,1812.1801,4031456
2021-10-20,1833.0000,1849.8000,1806.0100,1841.0000,2866339
2021-10-21,1841.1000,1860.0000,1829.0000,1844.0000,2301870
2021-10-22,1855.0000,1921.0100,1854.0000,1901.0000,3596260
2021-10-25,1880.0000,1885.0100,1858.0000,1873.0300,3246133
2021-10-26,1864.0300,1878.9900,1844.0000,1861.0500,2113026
2021-10-27,1852.3000,1858.3000,1800.1000,1819.0000,3464729
2021-10-28,1825.2000,1843.7800,1802.0000,1825.4900,2949093
2021-10-29,1825.0000,1848.0000,1813.0000,1826.0800,2877586
2021-11-01,1780.0000,1826.3000,1760.0000,1803.0000,4168998
2021-11-02,1796.7000,1844.2200,1788.0000,1804.6400,3250024
2021-11-03,1800.0000,1809.9800,1761.1899,1765.0000,2782931
2021-11-04,1777.9399,1816.0000,1769.4200,1804.2000,3113043
2021-11-05,1804.2100,1844.9900,1804.2100,1819.9399,2707723
2021-11-08,1820.0000,1830.8000,1802.0500,1820.1000,1770572
2021-11-09,1819.9800,1827.8700,1782.0000,1790.0100,2735192
2021-11-10,1790.0100,1795.0000,1735.0000,1753.9900,3534877
2021-11-11,1752.9301,1769.6000,1741.5000,1769.6000,2265187
2021-11-12,1778.0000,1785.0500,1766.6600,1773.7800,1760663
2021-11-15,1773.6801,1784.0000,1750.0000,1761.1400,2494735
2021-11-16,1768.0000,1818.0000,1765.0000,1808.0000,3352624
2021-11-17,1805.0000,1820.5000,1790.0100,1795.0000,2450546
2021-11-18,1781.2200,1807.0000,1770.0000,1792.0000,1952089
2021-11-19,1794.1899,1849.0000,1788.2000,1828.4100,3115559
2021-11-22,1849.0000,1909.0000,1848.0000,1854.2700,4257268
2021-11-23,1852.0000,1917.0000,1852.0000,1896.4301,4578220
2021-11-24,1900.0000,1966.0000,1897.0000,1941.0000,5451235
2021-11-25,1953.0000,1986.2000,1946.2500,1956.0300,3975288
2021-11-26,1964.8300,1967.0000,1925.0000,1941.0100,3265557
2021-11-29,1960.0000,1990.0000,1951.0800,1985.0000,4239934
2021-11-30,1985.4000,1989.9000,1927.5000,1930.7700,3692487
2021-12-01,1950.0000,1959.9500,1919.0200,1932.9900,2625440
2021-12-02,1940.0000,1942.1500,1919.6000,1934.0000,2042182
2021-12-03,1932.0000,1988.6200,1931.0500,1971.8800,3581839
2021-12-06,1983.0000,1990.0000,1950.0000,1967.3000,3106388
2021-12-07,1980.7400,1987.8700,1946.7300,1955.8700,3697989
2021-12-08,1964.8800,2045.0000,1950.0000,2043.0000,6104807
2021-12-09,2054.9399,2116.9199,2045.0000,2086.5500,6423918
2021-12-10,2060.0000,2095.7800,2056.0000,2090.0000,4314822
2021-12-13,2154.0000,2180.0000,2118.0000,2118.2000,6580656
2021-12-14,2118.2000,2167.8999,2100.0000,2150.0000,4044941
2021-12-15,2142.1499,2164.9500,2125.0200,2135.0000,3007827
2021-12-16,2115.0000,2144.0500,2086.2300,2118.9900,3721136
2021-12-17,2100.5000,2108.0000,2036.0000,2050.7000,4840318
2021-12-20,2063.8301,2084.0000,2041.0000,2058.9600,3225769
2021-12-21,2045.0000,2069.1299,2012.8300,2038.2000,2628589
2021-12-22,2040.0000,2063.0000,2040.0000,2048.0000,1743079
2021-12-23,2053.0000,2120.0000,2025.0000,2120.0000,3909854
2021-12-24,2148.8799,2216.9600,2148.8799,2194.0901,5612959
2021-12-27,2168.0000,2168.0000,2112.0000,2131.8201,3755590
2021-12-28,2133.0000,2155.5000,2116.6001,2138.1799,2765070
2021-12-29,2150.0000,2154.2500,2041.0000,2041.0000,5404902
2021-12-30,2041.0000,2088.9800,2028.0000,2075.0000,3526136
2021-12-31,2070.0000,2072.9800,2028.0000,2050.0000,2966491
2022-01-04,2055.0000,2068.9500,2014.0000,2051.2300,3384262
2022-01-05,2045.0000,2065.0000,2018.0000,2024.0000,2839551
2022-01-06,2022.0100,2036.0000,1938.5100,1982.2200,5179475
2022-01-07,1975.0000,1988.8800,1939.3199,1942.0000,2981669
2022-01-10,1928.0100,1977.0000,1917.5500,1966.0000,2962670
2022-01-11,1948.0000,1965.0000,1931.1700,1940.5500,2227664
2022-01-12,1948.0000,1978.8000,1948.0000,1967.0000,2747410
2022-01-13,1964.8199,1967.9900,1865.5601,1877.3900,5674735
2022-01-14,1877.3900,1893.0000,1863.0000,1867.0000,2932164
2022-01-17,1868.0000,1878.3000,1835.3400,1861.6100,2735382
2022-01-18,1861.6801,1908.8500,1852.0000,1892.2700,3121577
2022-01-19,1919.0000,1919.0000,1888.8800,1912.0000,2637094
2022-01-20,1916.0000,1979.9900,1916.0000,1969.5200,3401391
2022-01-21,1960.0000,1993.4900,1951.0100,1984.9900,3081258
2022-01-24,1955.0000,1984.0000,1931.4399,1950.2000,2398580
2022-01-25,1943.0000,1966.0000,1931.0000,1943.0000,2551012
2022-01-26,1942.0400,1969.0000,1919.0000,1955.0000,2390513
2022-01-27,2001.0100,2010.8199,1952.0000,1965.0000,4266516
2022-01-28,1955.0000,1968.0000,1880.0100,1887.0000,4102011
2022-02-07,1900.9900,1913.5601,1850.0000,1867.9600,3515042
2022-02-08,1868.8800,1872.8700,1790.0000,1839.0000,4171306
2022-02-09,1839.0900,1908.0000,1826.9700,1895.9800,3388479
2022-02-10,1900.0000,1905.9000,1857.3900,1873.0000,2303183
2022-02-11,1857.0000,1900.7900,1841.0000,1849.9700,3374649
2022-02-14,1840.0000,1877.0000,1837.3101,1868.6700,2019587
2022-02-15,1868.8000,1911.0000,1859.0000,1890.6200,2710586
2022-02-16,1900.0000,1907.0000,1888.0000,1892.5500,1458685
2022-02-17,1900.6100,1911.4800,1881.0000,1886.9900,1821366
2022-02-18,1877.6300,1907.9800,1865.6600,1907.0000,1938549
2022-02-21,1900.0000,1906.9000,1868.9500,1876.9900,2081573
2022-02-22,1860.0100,1861.0000,1800.0200,1807.8700,5229881
2022-02-23,1811.4100,1834.0000,1800.0800,1827.0100,2811161
2022-02-24,1808.0000,1813.9900,1748.1000,1764.1100,6535925
2022-02-25,1775.0000,1808.2800,1775.0000,1799.0601,3897913
2022-02-28,1787.0601,1797.0000,1767.0000,1790.4000,2892303
2022-03-01,1802.0000,1863.5699,1802.0000,1858.4800,4737930
2022-03-02,1840.0000,1850.9900,1825.0000,1844.8800,2007448
2022-03-03,1845.8000,1850.2500,1794.0000,1800.0000,3154693
2022-03-04,1772.0000,1792.8900,1755.1000,1780.5000,3104703
2022-03-07,1760.2000,1768.0000,1703.8000,1707.0000,4915581
2022-03-08,1759.9800,1786.6600,1732.0000,1753.2000,5721546
2022-03-09,1764.1000,1805.0000,1721.1100,1779.1801,5643442
2022-03-10,1808.0000,1821.0000,1791.0000,1794.4301,3646178
2022-03-11,1766.0000,1777.0000,1718.0800,1769.0100,4772677
2022-03-14,1730.0000,1750.0000,1700.0000,1700.0000,4900661
2022-03-15,1650.0000,1685.0000,1603.0000,1603.0000,8905587
2022-03-16,1634.0000,1683.9000,1593.0000,1674.9500,7759281
2022-03-17,1720.0000,1755.0000,1711.6600,1720.1500,6835196
2022-03-18,1718.0000,1745.0000,1692.2800,1707.7900,3834868
2022-03-21,1724.0000,1725.6500,1695.0100,1704.3000,2787716
2022-03-22,1723.8800,1723.8800,1686.3300,1695.0000,2105404
2022-03-23,1705.0000,1770.0000,1697.0000,1752.1899,5806739
2022-03-24,1738.0000,1740.0000,1717.3500,1720.9301,2581532
2022-03-25,1712.0000,1734.0000,1685.0000,1690.0000,2970866
2022-03-28,1625.0000,1664.8000,1604.0000,1660.8000,5754164
2022-03-29,1661.5000,1691.5000,1661.5000,1667.0000,2593498
2022-03-30,1698.0000,1730.1000,1695.0000,1730.1000,4243343
2022-03-31,1720.0000,1738.6000,1708.8000,1719.0000,2517386
2022-04-01,1729.9399,1793.0000,1721.6899,1780.0100,4486191
2022-04-06,1753.0000,1788.7300,1753.0000,1765.0000,2781977
2022-04-07,1758.0000,1785.0000,1750.1000,1765.0000,2019571
2022-04-08,1768.0000,1788.7000,1766.5400,1784.0000,2294132
2022-04-11,1770.0000,1770.0000,1706.0300,1720.0000,4386359
2022-04-12,1729.0000,1787.9700,1708.0000,1782.0000,4162956
2022-04-13,1767.0000,1795.0000,1751.0800,1769.0000,3114766
2022-04-14,1788.0000,1835.9000,1780.2000,1809.0000,3764986
2022-04-15,1802.2000,1818.0000,1795.8900,1805.9900,2104113
2022-04-18,1781.1300,1798.0000,1768.0000,1790.8199,1979315
2022-04-19,1800.0000,1832.9900,1775.5000,1790.3000,2420476
2022-04-20,1801.6899,1820.0000,1768.6801,1797.0000,2415572
2022-04-21,1790.2000,1806.0000,1770.0000,1779.9800,2895261
2022-04-22,1763.0000,1787.8800,1760.1801,1773.0000,2789975
2022-04-25,1750.0000,1776.5000,1702.0000,1708.0000,5365802
2022-04-26,1703.3300,1748.9800,1700.0000,1732.4800,4456396
2022-04-27,1767.1200,1810.0000,1767.1200,1794.9200,5740244
2022-04-28,1793.0000,1845.0000,1786.5000,1835.0000,4401006
2022-04-29,1836.0000,1849.0000,1810.9800,1828.3800,3488527
2022-05-05,1830.0000,1870.0000,1828.9800,1837.0000,3366094
2022-05-06,1814.9900,1819.0000,1781.0000,1793.0000,2859618
2022-05-09,1780.0000,1780.0000,1738.0000,1752.0000,3035182
2022-05-10,1720.0000,1784.9600,1705.0100,1766.1899,4011919
2022-05-11,1755.0000,1788.4800,1752.0000,1768.0000,3031267
2022-05-12,1753.0000,1778.0000,1750.0000,1762.6700,2203823
2022-05-13,1780.0000,1797.9399,1766.0000,1778.2400,2073052
2022-05-16,1797.0000,1797.0000,1742.6700,1758.0000,2776531
2022-05-17,1769.8800,1775.0000,1755.0000,1768.0000,2014474
2022-05-18,1773.6600,1773.9200,1743.0200,1761.0000,2485044
2022-05-19,1745.0000,1757.0000,1739.0000,1756.0000,1977626
2022-05-20,1759.9900,1801.1500,1752.0000,1800.0100,4194960
2022-05-23,1800.0000,1803.8900,1772.0000,1781.0000,2215713
2022-05-24,1786.0000,1787.0000,1755.5000,1760.0000,2734222
2022-05-25,1765.2700,1772.0000,1747.0000,1755.5100,2238869
2022-05-26,1761.0000,1761.0000,1730.0000,1742.8000,2805344
2022-05-27,1759.9900,1780.0000,1753.0100,1755.1600,2511958
2022-05-30,1766.0000,1790.5500,1766.0000,1778.4100,3446569
2022-05-31,1774.7700,1814.9000,1766.9800,1804.0300,4075082
2022-06-01,1802.0000,1814.7800,1779.0000,1788.2500,2176001
2022-06-02,1787.9700,1795.8000,1780.0000,1786.0000,1691473
2022-06-06,1790.0000,1795.0000,1758.0000,1788.0000,3674126
2022-06-07,1784.1400,1825.0000,1770.3101,1817.9000,3504859
2022-06-08,1825.0000,1882.0000,1825.0000,1865.6000,4435381
2022-06-09,1872.0000,1888.3500,1849.0000,1853.0000,2632902
2022-06-10,1845.0100,1907.0000,1835.0000,1900.6000,4734462
2022-06-13,1890.0000,1892.0000,1848.0800,1856.0000,3675518
2022-06-14,1834.0000,1875.4200,1832.0000,1871.0000,2941623
2022-06-15,1870.0000,1905.0000,1862.9900,1875.1000,3366362
2022-06-16,1894.5900,1907.6300,1875.3300,1877.0000,2688670
2022-06-17,1878.0900,1952.0000,1878.0900,1951.0000,5054161
2022-06-20,1950.0000,1970.0000,1930.0000,1942.0200,3497478
2022-06-21,1949.0000,1966.9900,1928.0000,1945.7400,2371702
2022-06-22,1955.0000,1958.0000,1932.0000,1936.0000,1964665
2022-06-23,1942.7000,1965.0400,1940.0000,1957.1000,2684352
2022-06-24,1970.0000,2020.0000,1965.0000,2009.0100,3963465
2022-06-27,2019.9399,2049.9399,2000.3000,2010.5500,4011517
2022-06-28,2019.7400,2041.0000,2001.0000,2036.0000,2524571
2022-06-29,2028.0000,2042.0000,2011.0100,2030.0000,3036012
2022-06-30,2000.0000,2077.0000,1999.9900,2045.0000,3898243
2022-07-01,2055.0000,2067.7700,2015.2100,2029.0500,2159645
2022-07-04,2020.0100,2024.2900,2001.0100,2018.0000,2507589
2022-07-05,2025.2800,2054.4500,2010.0000,2033.0100,2632940
2022-07-06,2032.0000,2039.0000,1986.0000,2002.0000,3275166
2022-07-07,2005.0000,2009.3500,1985.0100,1990.0000,2093177
2022-07-08,2005.0000,2014.8900,1996.1600,1999.0000,1564389
2022-07-11,1990.2000,1994.7700,1950.5000,1963.6000,2394921
2022-07-12,1965.0000,1972.8000,1930.0601,1948.4100,2344686
2022-07-13,1945.0000,1972.0000,1940.6700,1958.8900,1985377
2022-07-14,1960.0000,1976.8000,1941.0000,1953.0000,2052724
2022-07-15,1945.1100,1999.6801,1944.5100,1949.5000,3341623
2022-07-18,1952.3600,1959.0000,1922.0000,1951.6600,2422072
2022-07-19,1945.0000,1951.6500,1926.0000,1943.1000,2195603
2022-07-20,1958.7500,1970.0000,1945.0000,1950.1000,1870461
2022-07-21,1943.1000,1955.9000,1934.5100,1939.0000,1406137
2022-07-22,1949.2200,1962.0000,1935.0000,1947.0000,2511357
2022-07-25,1949.5100,1952.3000,1931.0000,1944.6500,1691244
2022-07-26,1952.9900,1964.9700,1947.0200,1950.2100,2068510
2022-07-27,1942.0000,1948.0000,1917.0000,1919.6000,2148987
2022-07-28,1921.1000,1938.0000,1892.6600,1898.0000,3486986
2022-07-29,1895.1000,1918.9900,1878.1000,1898.4399,3703236
2022-08-01,1890.0100,1908.0000,1881.1801,1890.3000,2103741
2022-08-02,1880.0000,1887.9800,1858.0100,1879.9800,2822088
2022-08-03,1889.9900,1904.0000,1877.0000,1885.0000,2459842
2022-08-04,1890.0000,1923.1000,1880.1300,1916.0100,3035714
2022-08-05,1927.8000,1935.0000,1904.9000,1923.9600,2008584
2022-08-08,1915.1500,1932.8800,1907.5100,1911.5300,1679901
2022-08-09,1911.5300,1918.9900,1905.0000,1910.0000,1387461
2022-08-10,1909.9800,1918.0000,1864.5800,1876.0000,2792662
2022-08-11,1886.0000,1907.0000,1878.0100,1906.9000,2606149
2022-08-12,1906.9000,1930.0000,1900.0000,1928.0000,2025983
2022-08-15,1920.4600,1939.5000,1915.5500,1919.8900,1932314
2022-08-16,1923.9399,1933.7900,1916.0000,1917.8400,1483584
2022-08-17,1930.0000,1930.0000,1895.0000,1918.0000,1836063
2022-08-18,1908.0000,1913.0800,1881.0699,1895.5000,2316777
2022-08-19,1898.0000,1908.3500,1888.0000,1895.0100,1354417
2022-08-22,1885.0100,1907.0000,1881.3800,1893.9800,1542667
2022-08-23,1898.6000,1898.6000,1867.0000,1870.0100,2375636
2022-08-24,1869.9900,1875.2300,1851.0000,1854.2000,1872761
2022-08-25,1859.0000,1888.0000,1854.2000,1885.0000,2192534
2022-08-26,1900.0000,1912.0000,1886.0000,1898.0000,2314195
2022-08-29,1883.0000,1899.9700,1874.0000,1878.8199,1356962
2022-08-30,1882.3500,1885.0000,1854.2000,1870.0000,1823539
2022-08-31,1860.1000,1925.5601,1860.0100,1924.0000,4469151
2022-09-01,1912.1500,1916.0000,1880.8900,1880.8900,2684508
2022-09-02,1889.9399,1892.9600,1866.1700,1875.0000,1939132
2022-09-05,1862.6400,1869.0000,1820.0000,1835.0000,3682187
2022-09-06,1835.3600,1848.2000,1825.0000,1845.0000,2083004
2022-09-07,1835.0300,1837.6600,1811.0100,1818.0100,2830616
2022-09-08,1820.0000,1832.0000,1815.0000,1815.0000,1659057
2022-09-09,1825.0000,1852.0000,1816.0000,1844.7900,2708986
2022-09-13,1880.0000,1888.3800,1858.2300,1879.0000,2869309
2022-09-14,1864.0100,1880.0000,1863.0000,1869.0000,1604157
2022-09-15,1870.0000,1893.1200,1869.9600,1880.0000,2081021
2022-09-16,1871.8000,1885.6000,1855.1100,1859.0000,2412127
2022-09-19,1855.0000,1888.5900,1852.8800,1871.6400,1858351
2022-09-20,1869.9800,1884.6000,1858.5500,1878.0000,1411630
2022-09-21,1876.6700,1883.0000,1848.0000,1848.0000,2099454
2022-09-22,1840.0000,1841.0200,1816.8500,1820.8101,2270429
2022-09-23,1820.8101,1855.0000,1820.8101,1834.4301,2828769
2022-09-26,1820.0000,1888.0000,1819.9800,1863.0000,3513492
2022-09-27,1868.8600,1897.0000,1851.1100,1888.0000,2882019
2022-09-28,1880.5000,1899.4000,1874.0100,1883.0000,2144597
2022-09-29,1897.9800,1902.1801,1871.1300,1880.3500,2158966
2022-09-30,1898.6200,1901.9900,1866.0000,1872.5000,2128908
2022-10-10,1890.0000,1891.0000,1780.2000,1786.0000,4858413
2022-10-11,1789.0000,1806.0000,1760.0000,1779.9900,3204719
2022-10-12,1773.6600,1779.0000,1708.0000,1760.0000,4819500
2022-10-13,1720.4600,1735.0000,1697.0000,1699.9900,6396927
2022-10-14,1710.0000,1755.0000,1701.9399,1737.6100,4651970
2022-10-17,1726.0000,1727.9900,1697.8000,1718.5000,3354951
2022-10-18,1725.0000,1730.0000,1701.0000,1705.8300,2808277
2022-10-19,1701.9800,1701.9800,1648.0000,1648.0000,6012093
2022-10-20,1621.0000,1668.4301,1611.0000,1643.5000,4277807
2022-10-21,1640.0000,1647.8000,1610.0000,1624.0000,3890740
2022-10-24,1570.0000,1589.0000,1488.0100,1501.2800,13209804
2022-10-25,1479.4200,1515.0000,1472.0000,1479.7500,8136156
2022-10-26,1488.8000,1514.9900,1460.0000,1464.0800,8178083
2022-10-27,1480.0000,1487.9800,1383.8500,1401.0000,10710590
2022-10-28,1390.7700,1406.0000,1358.7100,1360.0000,9314275
2022-10-31,1350.0000,1382.0100,1333.0000,1350.0000,7184665
2022-11-01,1359.0000,1469.4000,1359.0000,1462.0100,11876648
2022-11-02,1460.0000,1506.0000,1436.0000,1471.9600,7977715
2022-11-03,1443.5699,1462.5000,1428.1000,1439.5000,4515970
2022-11-04,1437.9600,1527.7700,1437.9600,1516.5699,8000795
2022-11-07,1494.0500,1518.4800,1486.5900,1507.1100,4269835
2022-11-08,1508.0000,1517.9900,1468.9600,1484.8800,3932491
2022-11-09,1483.9500,1488.8800,1450.0000,1459.9000,3609016
2022-11-10,1444.0000,1485.0000,1435.1500,1475.0000,3771967
2022-11-11,1528.0000,1544.4500,1494.9800,1528.1500,7394715
2022-11-14,1543.5000,1563.5300,1528.0000,1533.0000,5737015
2022-11-15,1532.0000,1598.9700,1521.0000,1588.0000,5631760
2022-11-16,1581.0000,1598.0000,1568.0000,1585.2500,2684776
2022-11-17,1590.5000,1596.3000,1552.8800,1567.0000,3057988
2022-11-18,1576.0000,1584.0000,1556.0000,1567.1300,2360871
2022-11-21,1541.3500,1541.3500,1498.5300,1519.9800,3909600
2022-11-22,1517.4399,1559.7400,1516.1100,1539.9500,2990062
2022-11-23,1528.0000,1557.0000,1521.0400,1549.0000,2217746
2022-11-24,1559.0000,1568.8800,1513.9800,1519.9900,2768738
2022-11-25,1520.5100,1532.0000,1510.0000,1522.0100,1862104
2022-11-28,1484.7800,1515.0000,1451.0000,1509.8800,4772321
2022-11-29,1569.5601,1600.0000,1551.0000,1599.0000,7342013
2022-11-30,1587.1200,1604.0000,1585.0000,1599.0000,3149730
2022-12-01,1660.0000,1680.0000,1630.7900,1630.8000,5135768
2022-12-02,1635.0000,1652.9900,1621.2000,1633.8800,2388390
2022-12-05,1668.0000,1679.0000,1649.0000,1664.9000,3612746
2022-12-06,1655.0000,1726.9000,1652.0000,1688.0000,4414748
2022-12-07,1677.8101,1720.0000,1670.0300,1684.0000,3552626
2022-12-08,1682.0000,1695.0000,1665.0000,1687.0200,1972956
2022-12-09,1692.0000,1730.0000,1682.0000,1730.0000,3921526
2022-12-12,1715.8600,1766.0000,1715.0000,1739.0200,3475517
2022-12-13,1737.0000,1760.6899,1730.0000,1750.0000,2138546
2022-12-14,1743.0000,1780.8000,1743.0000,1770.8700,2909840
2022-12-15,1805.0000,1816.0000,1780.0000,1786.9900,3063444
2022-12-16,1773.2500,1791.0000,1743.0000,1786.8700,3330266
2022-12-19,1798.8000,1798.8000,1760.1700,1773.0000,2498710
2022-12-20,1765.3300,1765.3300,1682.4500,1715.0000,4619840
2022-12-21,1724.0000,1739.0000,1717.6500,1739.0000,2281614
2022-12-22,1756.7000,1783.0000,1745.0000,1768.0000,2317534
2022-12-23,1752.4000,1782.0000,1745.0000,1771.0000,1731921
2022-12-26,1771.0000,1771.0000,1735.0200,1742.0601,2138380
2022-12-27,1738.0000,1747.1500,1725.5000,1733.0000,1790505
2022-12-28,1745.8800,1747.0000,1708.0100,1733.0000,2143790
2022-12-29,1717.0000,1726.9900,1701.0500,1719.0000,2241780
2022-12-30,1736.0000,1752.9900,1727.0000,1727.0000,2533312
2023-01-03,1731.2000,1738.4301,1706.0100,1730.0100,2603380
2023-01-04,1730.0000,1738.7000,1716.0000,1725.0100,2041575
2023-01-05,1737.0000,1801.0000,1733.0000,1801.0000,4794285
2023-01-06,1806.1200,1811.9000,1787.0000,1803.7700,2490375
2023-01-09,1835.0000,1849.9800,1807.8199,1841.2000,3097723
2023-01-10,1839.0601,1864.5000,1830.5000,1854.4500,2273173
2023-01-11,1856.0000,1860.0000,1836.8400,1844.9500,2272031
2023-01-12,1848.0000,1856.0000,1833.0000,1834.0000,1719317
2023-01-13,1844.1801,1888.0000,1840.0000,1887.0000,3193965
2023-01-16,1886.0000,1935.0000,1881.0000,1912.9000,3684826
2023-01-17,1913.1600,1923.0000,1895.0000,1908.0000,2129923
2023-01-18,1914.0000,1925.3000,1890.0000,1893.0000,2106293
2023-01-19,1892.5000,1892.5200,1866.0000,1880.2100,2343889
2023-01-20,1889.1899,1898.2500,1858.0000,1860.0100,2560875
2023-01-30,1909.0000,1909.0000,1880.0000,1888.0000,3592255
2023-01-31,1896.5000,1899.9500,1833.0699,1845.7600,3299068
2023-02-01,1854.9800,1859.0000,1811.4000,1844.9700,3397389
2023-02-02,1848.3800,1859.0000,1826.0000,1836.1100,2975886
2023-02-03,1820.0000,1826.0000,1795.6801,1818.0000,3494490
2023-02-06,1780.0000,1795.0000,1760.0000,1795.0000,4266095
2023-02-07,1808.0800,1808.8000,1787.7300,1797.0000,2432171
2023-02-08,1800.0100,1805.9700,1775.0000,1784.0000,1667577
2023-02-09,1778.0000,1829.7500,1775.0100,1818.0000,2975366
2023-02-10,1810.1000,1818.4900,1801.0500,1810.0000,1798451
2023-02-13,1810.0000,1874.5000,1810.0000,1856.3500,3814670
2023-02-14,1856.4600,1857.4000,1835.0000,1843.7900,1956576
2023-02-15,1843.7800,1855.3000,1835.8101,1841.0000,1817691
2023-02-16,1841.3400,1887.0000,1828.0000,1861.8199,3324595
2023-02-17,1850.1600,1873.0000,1820.0500,1820.7800,2644283
2023-02-20,1821.0000,1878.8000,1817.2000,1875.0000,2966869
2023-02-21,1874.0000,1874.0000,1851.0000,1867.0000,1875052
2023-02-22,1855.0100,1863.9000,1831.8000,1836.0000,2186916
2023-02-23,1840.0000,1848.8000,1805.2500,1818.0000,2188097
2023-02-24,1810.1100,1810.1899,1782.1801,1788.0000,2463461
2023-02-27,1778.5000,1815.0000,1775.0200,1810.4100,2206489
2023-02-28,1819.0000,1822.0100,1783.3000,1813.7400,2395181
2023-03-01,1813.0000,1848.0000,1803.2300,1838.5300,2445810
2023-03-02,1829.0000,1838.9900,1821.1000,1828.0000,1314419
2023-03-03,1839.7700,1841.6100,1802.4800,1818.0400,1619806
2023-03-06,1818.1801,1818.5000,1796.7700,1807.1400,2064586
2023-03-07,1805.9800,1816.6000,1788.0000,1788.3000,2278539
2023-03-08,1780.0200,1785.9399,1761.1200,1770.4200,2276370
2023-03-09,1768.0000,1785.0000,1740.0000,1770.0200,2761150
