scan_time_utc,recognized_date,symbol,short_name,exchange,full_exchange_name,contract_kind,signal,signal_type,side,class,signal_date,signal_bar_age,price,latest_close,trend,bars,bis,bi_zhongshus,reason,beichi_ratio,ref_zs_idx,ref_zs_zd,ref_zs_zg,ref_zs_raw_start,ref_zs_raw_end,chart_path
2026-08-06T00:53:22Z,2026-08-04,588000.SS,科创50ETF(华夏·跟踪科创50),,,other,3B,BUY3,BUY,3,2026-08-03,1,1.635,1.706,CONSOLIDATION,1210,67,10,"向上突破中枢后回抽不回中枢(ZS8, price>ZG=1.475)",,8,1.425,1.475,1010,1161,data/futures_latest_signals/2026-08-06/charts/chan_588000_SS.png
2026-08-06T00:53:22Z,2026-08-06,ETH=F,Ethereum Jun 26,,,continuous,2B,BUY2,BUY,2,2026-08-03,3,1830,1916,CONSOLIDATION,1262,77,13,一买后首次回抽不破前低,,,,,,,data/futures_latest_signals/2026-08-06/charts/chan_ETH_F.png
2026-08-06T00:53:22Z,2026-08-06,M2K=F,Micro E-mini Russell 2000 Index,,,continuous,2S,SELL2,SELL,2,2026-08-05,1,3054.6001,3027.8,CONSOLIDATION,1260,85,14,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-06/charts/chan_M2K_F.png
2026-08-06T00:53:22Z,2026-08-06,NKD=F,"Nikkei/USD Futures,Jun-2026",,,continuous,2S,SELL2,SELL,2,2026-08-05,1,66235,65475,CONSOLIDATION,1260,81,9,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-06/charts/chan_NKD_F.png
2026-08-06T00:53:22Z,2026-08-06,RTY=F,E-mini Russell 2000 Index Futur,,,continuous,2S,SELL2,SELL,2,2026-08-05,1,3054.3,3028.1001,CONSOLIDATION,1260,83,14,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-06/charts/chan_RTY_F.png
