scan_time_utc,recognized_date,symbol,short_name,exchange,full_exchange_name,contract_kind,signal,signal_type,side,class,signal_date,signal_bar_age,price,latest_close,trend,bars,bis,bi_zhongshus,reason,beichi_ratio,ref_zs_idx,ref_zs_zd,ref_zs_zg,ref_zs_raw_start,ref_zs_raw_end,chart_path
2026-07-01T01:41:43Z,2026-06-30,399001.SZ,深证成指,,,other,3B,BUY3,BUY,3,2026-06-29,1,15487.92,16205.56,CONSOLIDATION,1211,77,12,"向上突破中枢后回抽不回中枢(ZS10, price>ZG=1.453e+04)",,10,13726.86,14532.9,1110,1178,data/futures_latest_signals/2026-07-01/charts/chan_399001_SZ.png
2026-07-01T01:41:43Z,2026-06-30,CT=F,Cotton Mar 26,,,continuous,3B,BUY3,BUY,3,2026-06-26,2,70.660004,76.620003,CONSOLIDATION,1258,76,8,"向上突破中枢后回抽不回中枢(ZS7, price>ZG=64.8)",,7,64.459999,64.800003,1050,1185,data/futures_latest_signals/2026-07-01/charts/chan_CT_F.png
2026-07-01T01:41:43Z,2026-06-30,NVDA,NVIDIA 英伟达,,,other,1B,BUY1,BUY,1,2026-06-29,1,189.8,200.09,CONSOLIDATION,1255,83,15,下跌趋势背驰(后笔绿柱面积更小),0.436551,,,,,,data/futures_latest_signals/2026-07-01/charts/chan_NVDA.png
2026-07-01T01:41:43Z,2026-07-01,KE=F,"KC HRW Wheat Futures,Jul-2026",,,continuous,1B,BUY1,BUY,1,2026-06-29,2,597.75,628.75,CONSOLIDATION,1256,84,11,下跌趋势背驰(后笔绿柱面积更小),0.095771,,,,,,data/futures_latest_signals/2026-07-01/charts/chan_KE_F.png
2026-07-01T01:41:43Z,2026-07-01,NKD=F,"Nikkei/USD Futures,Jun-2026",,,continuous,3B,BUY3,BUY,3,2026-06-29,2,68340,70890,CONSOLIDATION,1259,84,8,"向上突破中枢后回抽不回中枢(ZS7, price>ZG=5.466e+04)",,7,52300,54660,1142,1225,data/futures_latest_signals/2026-07-01/charts/chan_NKD_F.png
2026-07-01T01:41:43Z,2026-07-01,ZN=F,"10-Year T-Note Futures,Sep-2026",,,continuous,3S,SELL3,SELL,3,2026-06-26,3,110.32812,109.65625,CONSOLIDATION,1259,74,13,"向下跌破中枢后反抽不回中枢(ZS11, price<ZD=112.3)",,11,112.3125,112.48438,1030,1192,data/futures_latest_signals/2026-07-01/charts/chan_ZN_F.png
