scan_time_utc,recognized_date,symbol,short_name,exchange,full_exchange_name,contract_kind,signal,signal_type,side,class,signal_date,signal_bar_age,price,latest_close,trend,bars,bis,bi_zhongshus,reason,beichi_ratio,ref_zs_idx,ref_zs_zd,ref_zs_zg,ref_zs_raw_start,ref_zs_raw_end,chart_path
2026-08-17T23:49:27Z,2026-08-14,159915.SZ,创业板ETF(易方达·跟踪创业板指),,,other,2S,SELL2,SELL,2,2026-08-13,1,3.7,3.645,CONSOLIDATION,1210,77,12,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_159915_SZ.png
2026-08-17T23:49:27Z,2026-08-14,399001.SZ,深证成指,,,other,2S,SELL2,SELL,2,2026-08-13,1,14584.3,14354.31,CONSOLIDATION,1211,75,12,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_399001_SZ.png
2026-08-17T23:49:27Z,2026-08-14,510500.SS,中证500ETF(南方·跟踪中证500),,,other,2S,SELL2,SELL,2,2026-08-13,1,8.1490002,7.9980001,CONSOLIDATION,1210,79,12,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_510500_SS.png
2026-08-17T23:49:27Z,2026-08-14,512100.SS,中证1000ETF(南方·跟踪中证1000),,,other,2S,SELL2,SELL,2,2026-08-13,1,3.1900001,3.145,CONSOLIDATION,1210,67,11,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_512100_SS.png
2026-08-17T23:49:27Z,2026-08-14,588000.SS,科创50ETF(华夏·跟踪科创50),,,other,2S,SELL2,SELL,2,2026-08-13,1,1.881,1.814,CONSOLIDATION,1210,67,9,一卖后首次反抽不破前高,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_588000_SS.png
2026-08-17T23:49:27Z,2026-08-17,6J=F,"Japanese Yen Futures,Jun-2026",,,continuous,2B,BUY2,BUY,2,2026-08-13,2,0.006269,0.0062890002,CONSOLIDATION,1260,66,11,一买后首次回抽不破前低,,,,,,,data/futures_latest_signals/2026-08-17/charts/chan_6J_F.png
